Ticker,Company Name
SANDESH.BO,The Sandesh Limited
SANDHAR.BO,Sandhar Technologies Limited
SANDUMA.BO,Sandur Manganese & Iron Ores Limited
SANGAMIND.BO,Sangam (India) Limited
SANGHVIMOV.BO,Sanghvi Movers Limited
SANGINITA.BO,Sanginita Chemicals Limited
SANOFI.BO,Sanofi India Limited
SANOFICONR.BO,Sanofi Consumer Healthcare India Limited
SANSERA.BO,Sansera Engineering Limited
SANSTAR.BO,Sanstar Limited
SANWARIA.BO,Sanwaria Consumer Limited
SAPPHIRE.BO,Sapphire Foods India Limited
SAPPL.BO,Shree Ajit Pulp & Paper Limited
SARDAEN.BO,Sarda Energy & Minerals Limited
SAREGAMA.BO,Saregama India Limited
SARLAPOLY.BO,Sarla Performance Fibers Limited
SARVESHWAR.BO,Sarveshwar Foods Limited
SASKEN.BO,Sasken Technologies Limited
SATIA.BO,Satia Industries Limited
SATIN.BO,Satin Creditcare Network Limited
SAURASHCEM.BO,Saurashtra Cement Limited
SAYAJIHOTL.BO,Sayaji Hotels Limited
SBC.BO,SBC Exports Limited
SBCL.BO,Shivalik Bimetal Controls Limited
SBFC.BO,SBFC Finance Limited
SBGLP.BO,Suratwwala Business Group Limited
SBICARD.BO,SBI Cards and Payment Services Limited
SBILIFE.BO,SBI Life Insurance Company Limited
SBIN.BO,State Bank of India
SCANSTL.BO,Scan Steels Limited
SCHAEFFLER.BO,Schaeffler India Limited
SCHAND.BO,S Chand And Company Limited
SCHNEIDER.BO,Schneider Electric Infrastructure Limited
SCI.BO,Shipping Corporation Of India Limited
SCILAL.BO,Shipping Corporation of India Land and Assets Limited
SCODATUBES.BO,Scoda Tubes Limited
SCPL.BO,Sheetal Cool Products Limited
SDBL.BO,Som Distilleries & Breweries Limited
SEAMECLTD.BO,Seamec Limited
SECMARK.BO,SecMark Consultancy Limited
SECURKLOUD.BO,SECUREKLOUD TECHNOLOGIES LIMITED
SEDEMAC.BO,SEDEMAC Mechatronics Limited
SEIL.BO,Shanti Educational Initiatives Limited
SEJALLTD.BO,Sejal Glass Limited
SELMC.BO,SEL Manufacturing Company Limited
SEMAC.BO,Semac Construction Limited
SENCO.BO,Senco Gold Limited
SENORES.BO,Senores Pharmaceuticals Limited
SEPC.BO,SEPC Limited
SERVOTECH.BO,Servotech Renewable Power System Limited
SESHAPAPER.BO,Seshasayee Paper and Boards Limited
SETCO.BO,Setco Automotive Limited
SETL.BO,Standard Engineering Technology Limited
SEYAIND.BO,Seya Industries Limited
SFL.BO,Sheela Foam Limited
SGFIN.BO,SG Finserve Limited
SGIL.BO,Synergy Green Industries Limited
SGL.BO,STL Global Limited
SGMART.BO,SG Mart Limited
SHADOWFAX.BO,Shadowfax Technologies Limited
SHAH.BO,Shah Metacorp Limited
SHAHALLOYS.BO,Shah Alloys Limited
SHAILY.BO,Shaily Engineering Plastics Limited
SHAKTIPUMP.BO,Shakti Pumps (India) Limited
SHALBY.BO,Shalby Limited
SHALPAINTS.BO,Shalimar Paints Limited
SHANKARA.BO,Shankara Building Products Limited
SHANTI.BO,Shanti Overseas (India) Limited
SHANTIGEAR.BO,Shanthi Gears Limited
SHANTIGOLD.BO,Shanti Gold International Limited
SHARDACROP.BO,Sharda Cropchem Limited
SHARDAMOTR.BO,Sharda Motor Industries Limited
SHARDUL.BO,Shardul Securities Limited
SHAREINDIA.BO,Share India Securities Limited
SHBAJRG.BO,Shri Bajrang Alliance Limited
SHEKHAWATI.BO,Shekhawati Industries Limited
SHEMAROO.BO,Shemaroo Entertainment Limited
SHILCTECH.BO,Shilchar Technologies Limited
SHILPAMED.BO,Shilpa Medicare Limited
SHINDL.BO,Sharat Industries Limited
SHIVALIK.BO,Shivalik Rasayan Limited
SHIVAMAUTO.BO,Shivam Autotech Limited
SHIVAMILLS.BO,Shiva Mills Limited
SHIVATEX.BO,Shiva Texyarn Limited
SHIVAUM.BO,Shiv Aum Steels Limited
SHK.BO,S H Kelkar and Company Limited
SHOPERSTOP.BO,Shoppers Stop Limited
SHRADHA.BO,Shradha Realty Limited
SHREDIGCEM.BO,Shree Digvijay Cement Co.Ltd
SHREECEM.BO,SHREE CEMENT LIMITED
SHREEJISPG.BO,Shreeji Shipping Global Limited
SHREEPUSHK.BO,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA.BO,Shree Rama Multi-Tech Limited
SHRENIK.BO,Shrenik Limited
SHREYANIND.BO,Shreyans Industries Limited
SHRIKRISH.BO,Shri Krishna Devcon Limited
SHRINGARMS.BO,Shringar House of Mangalsutra Limited
SHRIPISTON.BO,Shriram Pistons & Rings Limited
SHRIRAMFIN.BO,Shriram Finance Limited
SHRIRAMPPS.BO,Shriram Properties Limited
SHYAMCENT.BO,Shyam Century Ferrous Limited
SHYAMMETL.BO,Shyam Metalics and Energy Limited
SHYAMTEL.BO,Shyam Telecom Limited
SICAGEN.BO,Sicagen India Limited
SICALLOG.BO,Sical Logistics Limited
SIEMENS.BO,Siemens Limited
SIGACHI.BO,Sigachi Industries Limited
SIGIND.BO,Signet Industries Limited
SIGMA.BO,Sigma Solve Limited
SIGMAADV.BO,SIGMA ADVANCED SYSTEMS LIMITED
SIGNATURE.BO,Signatureglobal (India) Limited
SIGNPOST.BO,Signpost India Limited
SIKA.BO,Sika Interplant Systems Limited
SIKKO.BO,Sikko Industries Limited
SIL.BO,Standard Industries Limited
SILGO.BO,Silgo Retail Limited
SILINV.BO,SIL Investments Limited
SILLYMONKS.BO,Silly Monks Entertainment Limited
SILVERTUC.BO,Silver Touch Technologies Limited
SIMPLEXINF.BO,Simplex Infrastructures Limited
SINCLAIR.BO,Sinclairs Hotels Limited
SINDHUTRAD.BO,Sindhu Trade Links Limited
SINGERIND.BO,Singer India Limited
SINTERCOM.BO,Sintercom India Limited
SIRCA.BO,Sirca Paints India Limited
SIS.BO,SIS LIMITED
SITINET.BO,Siti Networks Limited
SIYSIL.BO,Siyaram Silk Mills Limited
SJS.BO,S.J.S. Enterprises Limited
SJVN.BO,SJVN Limited
SKFINDIA.BO,SKF India Limited
SKFINDUS.BO,SKF India (Industrial) Limited
SKIPPER.BO,Skipper Limited
SKMEGGPROD.BO,SKM Egg Products Export (India) Limited
SKYGOLD.BO,SKY GOLD AND DIAMONDS LIMITED
SMARTLINK.BO,Smartlink Holdings Limited
SMARTWORKS.BO,Smartworks Coworking Spaces Limited
SMCGLOBAL.BO,SMC Global Securities Limited
SMLMAH.BO,SML Mahindra Limited
SMLT.BO,Sarthak Metals Limited
SMSPHARMA.BO,SMS Pharmaceuticals Limited
SNOWMAN.BO,Snowman Logistics Limited
SOBHA.BO,Sobha Limited
SOFTTECH.BO,Softtech Engineers Limited
SOLARA.BO,Solara Active Pharma Sciences Limited
SOLARINDS.BO,Solar Industries India Limited
SOLARWORLD.BO,Solarworld Energy Solutions Limited
SOLEX.BO,Solex Energy Limited
SOMANYCERA.BO,Somany Ceramics Limited
SOMATEX.BO,Soma Textiles & Industries Limited
SOMICONVEY.BO,Somi Conveyor Beltings Limited
SONACOMS.BO,Sona BLW Precision Forgings Limited
SONAL.BO,Sonal Mercantile Limited
SONAMLTD.BO,SONAM LIMITED
SONATSOFTW.BO,Sonata Software Limited
SOTL.BO,Savita Oil Technologies Limited
SOUTHBANK.BO,The South Indian Bank Limited
SOUTHWEST.BO,South West Pinnacle Exploration Limited
SPAL.BO,S. P. Apparels Limited
SPANDANA.BO,Spandana Sphoorty Financial Limited
SPARC.BO,Sun Pharma Advanced Research Company Limited
SPCENET.BO,Spacenet Enterprises India Limited
SPECIALITY.BO,Speciality Restaurants Limited
SPECTRUM.BO,Spectrum Electrical Industries Limited
SPENCERS.BO,Spencer's Retail Limited
SPIC.BO,Southern Petrochemicals Industries Corporation  Limited
SPLIL.BO,SPL Industries Limited
SPLPETRO.BO,Supreme Petrochem Limited
SPMLINFRA.BO,SPML Infra Limited
SPORTKING.BO,Sportking India Limited
SRD.BO,Shankar Lal Rampal Dye-Chem Limited
SREEL.BO,Sreeleathers Limited
SRF.BO,SRF Limited
SRGHFL.BO,SRG Housing Finance Limited
SRHHYPOLTD.BO,Sree Rayalaseema Hi-Strength Hypo Limited
SRM.BO,SRM Contractors Limited
SRTL.BO,Shree Ram Twistex Limited
SSDL.BO,Saraswati Saree Depot Limited
SSWL.BO,Steel Strips Wheels Limited
STALLION.BO,Stallion India Fluorochemicals Limited
STANLEY.BO,Stanley Lifestyles Limited
STAR.BO,Strides Pharma Science Limited
STARCEMENT.BO,Star Cement Limited
STARHEALTH.BO,Star Health and Allied Insurance Company Limited
STARPAPER.BO,Star Paper Mills Limited
STARTECK.BO,Starteck Finance Limited
STCINDIA.BO,The State Trading Corporation of India Limited
STEELCAS.BO,Steelcast Limited
STEELCITY.BO,Steel City Securities Limited
STEELXIND.BO,STEEL EXCHANGE INDIA LIMITED
STEL.BO,Stel Holdings Limited
STERTOOLS.BO,Sterling Tools Limited
STLNETWORK.BO,STL Networks Limited
STLTECH.BO,Sterlite Technologies Limited
STOVEKRAFT.BO,Stove Kraft Limited
STUDDS.BO,Studds Accessories Limited
STYL.BO,Seshaasai Technologies Limited
STYLAMIND.BO,Stylam Industries Limited
STYLEBAAZA.BO,Baazar Style Retail Limited
STYRENIX.BO,Styrenix Performance Materials Limited
SUBEXLTD.BO,Subex Limited
SUBROS.BO,Subros Limited
SUDARCOLOR.BO,Sudarshan Colorants India Limited
SUDARSCHEM.BO,Sudarshan Chemical Industries Limited
SUDEEPPHRM.BO,Sudeep Pharma Limited
SUKHJITS.BO,Sukhjit Starch & Chemicals Limited
SULA.BO,Sula Vineyards Limited
SUMEETINDS.BO,Sumeet Industries Limited
SUMICHEM.BO,Sumitomo Chemical India Limited
SUMIT.BO,Sumit Woods Limited
SUMMITSEC.BO,Summit Securities Limited
SUNCLAY.BO,Sundaram Clayton Limited
SUNDARAM.BO,Sundaram Multi Pap Limited
SUNDARMFIN.BO,Sundaram Finance Limited
SUNDRMBRAK.BO,Sundaram Brake Linings Limited
SUNDRMFAST.BO,Sundram Fasteners Limited
SUNDROP.BO,Sundrop Brands Limited
SUNFLAG.BO,Sunflag Iron And Steel Company Limited
SUNPHARMA.BO,Sun Pharmaceutical Industries Limited
SUNTECK.BO,Sunteck Realty Limited
SUNTV.BO,Sun TV Network Limited
SUPERHOUSE.BO,Superhouse Limited
SUPERSPIN.BO,Super Spinning Mills Limited
SUPRAJIT.BO,Suprajit Engineering Limited
SUPREME.BO,Supreme Holdings & Hospitality (India) Limited
SUPREMEENG.BO,Supreme Engineering Limited
SUPREMEIND.BO,Supreme Industries Limited
SUPREMEINF.BO,Supreme Infrastructure India Limited
SUPRIYA.BO,Supriya Lifescience Limited
SURAJEST.BO,Suraj Estate Developers Limited
SURAJLTD.BO,Suraj Limited
SURAKSHA.BO,Suraksha Diagnostic Limited
SURANASOL.BO,Surana Solar Limited
SURANAT&P.BO,Surana Telecom and Power Limited
SURYALA.BO,Suryalata Spinning Mills Limited
SURYALAXMI.BO,Suryalakshmi Cotton Mills Limited
SURYAROSNI.BO,Surya Roshni Limited
SURYODAY.BO,Suryoday Small Finance Bank Limited
SUTLEJTEX.BO,Sutlej Textiles and Industries Limited
SUVEN.BO,Suven Life Sciences Limited
SUVIDHAA.BO,Suvidhaa Infoserve Limited
SUYOG.BO,Suyog Telematics Limited
SUZLON.BO,Suzlon Energy Limited
SVLL.BO,Shree Vasu Logistics Limited
SVPGLOB.BO,SVP GLOBAL TEXTILES LIMITED
SWANCORP.BO,SWAN CORP LIMITED
SWANDEF.BO,Swan Defence and Heavy Industries Limited
SWARAJENG.BO,Swaraj Engines Limited
SWELECTES.BO,Swelect Energy Systems Limited
SWIGGY.BO,Swiggy Limited
SWSOLAR.BO,Sterling and Wilson Renewable Energy Limited
SYMPHONY.BO,Symphony Limited
SYNCOMF.BO,Syncom Formulations (India) Limited
SYNGENE.BO,Syngene International Limited
SYRMA.BO,Syrma SGS Technology Limited
SYSTMTXC.BO,Systematix Corporate Services Limited
TAALTECH.BO,Taal Tech Limited
TAINWALCHM.BO,Tainwala Chemical and Plastic (I) Limited
TAJGVK.BO,Taj GVK Hotels & Resorts Limited
TAKE.BO,Take Solutions Limited
TALBROAUTO.BO,Talbros Automotive Components Limited
TAMBOLIIN.BO,Tamboli Industries Limited
TANLA.BO,Tanla Platforms Limited
TARACHAND.BO,Tara Chand InfraLogistic Solutions Limited
TARAPUR.BO,Tarapur Transformers Limited
TARC.BO,TARC Limited
TARIL.BO,Transformers And Rectifiers (India) Limited
TARMAT.BO,Tarmat Limited
TARSONS.BO,Tarsons Products Limited
TASTYBITE.BO,Tasty Bite Eatables Limited
TATACAP.BO,Tata Capital Limited
TATACHEM.BO,Tata Chemicals Limited
TATACOMM.BO,Tata Communications Limited
TATACONSUM.BO,TATA CONSUMER PRODUCTS LIMITED
TATAELXSI.BO,Tata Elxsi Limited
TATAINVEST.BO,Tata Investment Corporation Limited
TATAPOWER.BO,Tata Power Company Limited
TATASTEEL.BO,Tata Steel Limited
TATATECH.BO,Tata Technologies Limited
TATVA.BO,Tatva Chintan Pharma Chem Limited
TBOTEK.BO,TBO Tek Limited
TBZ.BO,Tribhovandas Bhimji Zaveri Limited
TCC.BO,TCC Concept Limited
TCI.BO,Transport Corporation of India Limited
TCIEXP.BO,TCI Express Limited
TCIFINANCE.BO,TCI Finance Limited
TCPLPACK.BO,TCPL Packaging Limited
TCS.BO,Tata Consultancy Services Limited
TDPOWERSYS.BO,TD Power Systems Limited
TEAMGTY.BO,Team India Guaranty Limited
TEAMLEASE.BO,Teamlease Services Limited
TECHM.BO,Tech Mahindra Limited
TECHNOE.BO,Techno Electric & Engineering Company Limited
TECHNVISN.BO,TechNVision Ventures Limited
TECILCHEM.BO,TECIL Chemicals and Hydro Power Limited
TEGA.BO,Tega Industries Limited
TEJASNET.BO,Tejas Networks Limited
TEMBO.BO,Tembo Global Industries Limited
TENNIND.BO,Tenneco Clean Air India Limited
TERASOFT.BO,Tera Software Limited
TEXINFRA.BO,Texmaco Infrastructure & Holdings Limited
TEXMOPIPES.BO,Texmo Pipes and Products Limited
TEXRAIL.BO,Texmaco Rail & Engineering Limited
TFCILTD.BO,Tourism Finance Corporation of India Limited
TFL.BO,Transwarranty Finance Limited
TGBHOTELS.BO,TGB Banquets And Hotels Limited
THACKER.BO,Thacker & Company Limited
THAKDEV.BO,Thakkers Developers Limited
THANGAMAYL.BO,Thangamayil Jewellery Limited
THEINVEST.BO,The Investment Trust Of India Limited
THEJO.BO,Thejo Engineering Limited
THELEELA.BO,Leela Palaces Hotels & Resorts Limited
THEMISMED.BO,Themis Medicare Limited
THERMAX.BO,Thermax Limited
THOMASCOOK.BO,Thomas Cook  (India)  Limited
THOMASCOTT.BO,Thomas Scott (India) Limited
THYROCARE.BO,Thyrocare Technologies Limited
TI.BO,Tilaknagar Industries Limited
TICL.BO,Twamev Construction and Infrastructure Limited
TIGERLOGS.BO,Tiger Logistics (India) Limited
TIIL.BO,Technocraft Industries (India) Limited
TIINDIA.BO,Tube Investments of India Limited
TIJARIA.BO,Tijaria Polypipes Limited
TIL.BO,TIL Limited
TIMETECHNO.BO,Time Technoplast Limited
TIMEX.BO,Timex Group India Limited
TIMKEN.BO,Timken India Limited
TINNARUBR.BO,Tinna Rubber and Infrastructure Limited
TIPSFILMS.BO,Tips Films Limited
TIPSMUSIC.BO,Tips Music Limited
TIRUMALCHM.BO,Thirumalai Chemicals Limited
TIRUPATIFL.BO,Tirupati Forge Limited
TITAGARH.BO,TITAGARH RAIL SYSTEMS LIMITED
TITAN.BO,Titan Company Limited
TMB.BO,Tamilnad Mercantile Bank Limited
TMCV.BO,Tata Motors Limited
TMPV.BO,Tata Motors Passenger Vehicles Limited
TNPETRO.BO,Tamilnadu PetroProducts Limited
TNPL.BO,Tamil Nadu Newsprint & Papers Limited
TNTELE.BO,Tamilnadu Telecommunication Limited
TOKYOPLAST.BO,Tokyo Plast International Limited
TOLINS.BO,Tolins Tyres Limited
TORNTPHARM.BO,Torrent Pharmaceuticals Limited
TORNTPOWER.BO,Torrent Power Limited
TOTAL.BO,Total Transport Systems Limited
TOUCHWOOD.BO,Touchwood Entertainment Limited
TPHQ.BO,Teamo Productions HQ Limited
TPLPLASTEH.BO,TPL Plastech Limited
TRACXN.BO,Tracxn Technologies Limited
TRANSPEK.BO,Transpek Industry Limited
TRANSRAILL.BO,Transrail Lighting Limited
TRANSWORLD.BO,TRANSWORLD SHIPPING LINES LIMITED
TRAVELFOOD.BO,Travel Food Services Limited
TREEHOUSE.BO,Tree House Education & Accessories Limited
TREJHARA.BO,TREJHARA SOLUTIONS LIMITED
TREL.BO,Transindia Real Estate Limited
TRENT.BO,Trent Limited
TRF.BO,TRF Limited
TRIDENT.BO,Trident Limited
TRIGYN.BO,Trigyn Technologies Limited
TRITURBINE.BO,Triveni Turbine Limited
TRIVENI.BO,Triveni Engineering & Industries Limited
TRU.BO,TruCap Finance Limited
TRUALT.BO,TruAlt Bioenergy Limited
TSFINV.BO,TSF INVESTMENTS LIMITED
TTKHLTCARE.BO,TTK Healthcare Limited
TTKPRESTIG.BO,TTK Prestige Limited
TTL.BO,T T Limited
TTML.BO,Tata Teleservices (Maharashtra) Limited
TVSELECT.BO,TVS Electronics Limited
TVSHLTD.BO,TVS Holdings Limited
TVSMOTOR.BO,TVS Motor Company Limited
TVSSCS.BO,TVS Supply Chain Solutions Limited
TVSSRICHAK.BO,TVS Srichakra Limited
TVTODAY.BO,TV Today Network Limited
TVVISION.BO,TV Vision Limited
UBL.BO,United Breweries Limited
UCAL.BO,UCAL LIMITED
UCOBANK.BO,UCO Bank
UDS.BO,Updater Services Limited
UEL.BO,Ujaas Energy Limited
UFBL.BO,United Foodbrands Limited
UFLEX.BO,UFLEX Limited
UFO.BO,UFO Moviez India Limited
UGARSUGAR.BO,The Ugar Sugar Works Limited
UGROCAP.BO,Ugro Capital Limited
UJJIVANSFB.BO,Ujjivan Small Finance Bank Limited
ULTRACEMCO.BO,UltraTech Cement Limited
ULTRAMAR.BO,Ultramarine & Pigments Limited
UMAEXPORTS.BO,Uma Exports Limited
UMESLTD.BO,Usha Martin Education & Solutions Limited
UMIYA-MRO.BO,UMIYA BUILDCON LIMITED
UNICHEMLAB.BO,Unichem Laboratories Limited
UNIDT.BO,United Drilling Tools Limited
UNIECOM.BO,Unicommerce Esolutions Limited
UNIENTER.BO,Uniphos Enterprises Limited
UNIINFO.BO,Uniinfo Telecom Services Limited
UNIMECH.BO,Unimech Aerospace and Manufacturing Limited
UNIONBANK.BO,Union Bank of India
UNIPARTS.BO,Uniparts India Limited
UNITDSPR.BO,United Spirits Limited
UNITECH.BO,Unitech Limited
UNITEDPOLY.BO,United Polyfab Gujarat Limited
UNITEDTEA.BO,The United Nilgiri Tea Estates Company Limited
UNIVASTU.BO,Univastu India Limited
UNIVCABLES.BO,Universal Cables Limited
UNIVPHOTO.BO,Universus Photo Imagings Limited
UNOMINDA.BO,UNO Minda Limited
UPL.BO,UPL Limited
URAVIDEF.BO,Uravi Defence and Technology Limited
URBANCO.BO,Urban Company Limited
URJA.BO,Urja Global Limited
USHAMART.BO,Usha Martin Limited
USK.BO,Udayshivakumar Infra Limited
UTIAMC.BO,UTI Asset Management Company Limited
UTKARSHBNK.BO,Utkarsh Small Finance Bank Limited
UTLSOLAR.BO,Fujiyama Power Systems Limited
UTTAMSUGAR.BO,Uttam Sugar Mills Limited
UYFINCORP.BO,U. Y. Fincorp Limited
V2RETAIL.BO,V2 Retail Limited
VADILALIND.BO,Vadilal Industries Limited
VAIBHAVGBL.BO,Vaibhav Global Limited
VAISHALI.BO,Vaishali Pharma Limited
VAKRANGEE.BO,Vakrangee Limited
VALIANTLAB.BO,Valiant Laboratories Limited
VALIANTORG.BO,Valiant Organics Limited
VARDHACRLC.BO,Vardhman Acrylics Limited
VARDMNPOLY.BO,Vardhman Polytex Limited
VARROC.BO,Varroc Engineering Limited
VASCONEQ.BO,Vascon Engineers Limited
VASWANI.BO,Vaswani Industries Limited
VBL.BO,Varun Beverages Limited
VCL.BO,Vaxtex Cotfab Limited
VEDL.BO,Vedanta Limited
VEEDOL.BO,Veedol Corporation Limited
VELJAN.BO,Veljan Denison Limited
VENKEYS.BO,Venky's (India) Limited
VENTIVE.BO,Ventive Hospitality Limited
VENUSPIPES.BO,Venus Pipes & Tubes Limited
VENUSREM.BO,Venus Remedies Limited
VERANDA.BO,Veranda Learning Solutions Limited
VERTOZ.BO,Vertoz Limited
VESUVIUS.BO,Vesuvius India Limited
VETO.BO,Veto Switchgears And Cables Limited
VGL.BO,VARVEE GLOBAL LIMITED
VGUARD.BO,V-Guard Industries Limited
VHL.BO,Vardhman Holdings Limited
VHLTD.BO,Viceroy Hotels Limited
VIDHIING.BO,Vidhi Specialty Food Ingredients Limited
VIDYAWIRES.BO,Vidya Wires Limited
VIJAYA.BO,Vijaya Diagnostic Centre Limited
VIJIFIN.BO,Viji Finance Limited
VIKASECO.BO,Vikas EcoTech Limited
VIKASLIFE.BO,Vikas Lifecare Limited
VIKRAMSOLR.BO,Vikram Solar Limited
VIKRAN.BO,Vikran Engineering Limited
VIMTALABS.BO,Vimta Labs Limited
VINATIORGA.BO,Vinati Organics Limited
VINCOFE.BO,Vintage Coffee And Beverages Limited
VINDHYATEL.BO,Vindhya Telelinks Limited
VINEETLAB.BO,Vineet Laboratories Limited
VINNY.BO,Vinny Overseas Limited
VINYLINDIA.BO,Vinyl Chemicals (India) Limited
VIPCLOTHNG.BO,VIP Clothing Limited
VIPIND.BO,VIP Industries Limited
VIPULLTD.BO,Vipul Limited
VIRINCHI.BO,Virinchi Limited
VISAKAIND.BO,Visaka Industries Limited
VISASTEEL.BO,Visa Steel Limited
VISHNU.BO,Vishnu Chemicals Limited
VISHWARAJ.BO,Vishwaraj Sugar Industries Limited
VITAL.BO,Vital Chemtech Limited
VIVIDHA.BO,Visagar Polytex Limited
VIVIMEDLAB.BO,Vivimed Labs Limited
VIYASH.BO,Viyash Scientific Limited
VLEGOV.BO,VL E-Governance & IT Solutions Limited
VLSFINANCE.BO,VLS Finance Limited
VMART.BO,V-Mart Retail Limited
VMM.BO,Vishal Mega Mart Limited
VMSTMT.BO,VMS TMT Limited
VOLTAMP.BO,Voltamp Transformers Limited
VOLTAS.BO,Voltas Limited
VPRPL.BO,Vishnu Prakash R Punglia Limited
VRAJ.BO,Vraj Iron and Steel Limited
VRLLOG.BO,VRL Logistics Limited
VSSL.BO,Vardhman Special Steels Limited
VSTIND.BO,VST Industries Limited
VSTL.BO,Vibhor Steel Tubes Limited
VSTTILLERS.BO,V.S.T Tillers Tractors Limited
VTL.BO,Vardhman Textiles Limited
WAAREEENER.BO,Waaree Energies Limited
WAAREEINDO.BO,Indosolar Limited
WAAREERTL.BO,Waaree Renewable Technologies Limited
WABAG.BO,VA Tech Wabag Limited
WAKEFIT.BO,Wakefit Innovations Limited
WALCHANNAG.BO,Walchandnagar Industries Limited
WANBURY.BO,Wanbury Limited
WCIL.BO,Western Carriers (India) Limited
WEALTH.BO,Wealth First Portfolio Managers Limited
WEBELSOLAR.BO,Websol Energy System Limited
WEIZMANIND.BO,Weizmann Limited
WEL.BO,Wonder Electricals Limited
WELCORP.BO,Welspun Corp Limited
WELENT.BO,Welspun Enterprises Limited
WELINV.BO,Welspun Investments and Commercials Limited
WELSPLSOL.BO,Welspun Specialty Solutions Limited
WELSPUNLIV.BO,Welspun Living Limited
WENDT.BO,Wendt (India) Limited
WESTLIFE.BO,WESTLIFE FOODWORLD LIMITED
WEWIN.BO,WE WIN LIMITED
WEWORK.BO,WeWork India Management Limited
WHEELS.BO,Wheels India Limited
WHIRLPOOL.BO,Whirlpool of India Limited
WILLAMAGOR.BO,Williamson Magor & Company Limited
WIMPLAST.BO,Wim Plast Limited
WINDLAS.BO,Windlas Biotech Limited
WINDMACHIN.BO,Windsor Machines Limited
WINSOME.BO,Winsome Yarns Limited
WIPL.BO,The Western India Plywoods Limited
WIPRO.BO,Wipro Limited
WOCKPHARMA.BO,Wockhardt Limited
WONDERLA.BO,Wonderla Holidays Limited
WORTHPERI.BO,Worth Peripherals Limited
WPIL.BO,WPIL Limited
WSI.BO,W S Industries (I) Limited
WSTCSTPAPR.BO,West Coast Paper Mills Limited
XCHANGING.BO,Xchanging Solutions Limited
XELPMOC.BO,Xelpmoc Design And Tech Limited
XPROINDIA.BO,Xpro India Limited
XTGLOBAL.BO,Xtglobal Infotech Limited
YASHO.BO,Yasho Industries Limited
YATHARTH.BO,Yatharth Hospital & Trauma Care Services Limited
YATRA.BO,Yatra Online Limited
YESBANK.BO,Yes Bank Limited
YUKEN.BO,Yuken India Limited
ZAGGLE.BO,Zaggle Prepaid Ocean Services Limited
ZEEL.BO,Zee Entertainment Enterprises Limited
ZEELEARN.BO,Zee Learn Limited
ZEEMEDIA.BO,Zee Media Corporation Limited
ZENITHEXPO.BO,Zenith Exports Limited
ZENITHSTL.BO,Zenith Steel Pipes & Industries Limited
ZENSARTECH.BO,Zensar Technologies Limited
ZENTEC.BO,Zen Technologies Limited
ZFCVINDIA.BO,ZF Commercial Vehicle Control Systems India Limited
ZFSTEERING.BO,ZF Steering Gear (India) Limited
ZIMLAB.BO,Zim Laboratories Limited
ZODIAC.BO,Zodiac Energy Limited
ZODIACLOTH.BO,Zodiac Clothing Company Limited
ZOTA.BO,Zota Health Care LImited
ZSARACOM.BO,Saraswati Commercial India Limited
ZUARI.BO,Zuari Agro Chemicals Limited
ZUARIIND.BO,ZUARI INDUSTRIES LIMITED
ZYDUSLIFE.BO,Zydus Lifesciences Limited
ZYDUSWELL.BO,Zydus Wellness Limited
